content,appName
pengemudi ramah dan sopan,inDrive
mantap,inDrive
"tolong dong min masa frekuensi kerja saya mendadak turun .. harusnyakan naik jadi sangat tinggi .. padahal setiap hari saya narik di atas 10 orderan terus.. akun saya juga kan prioritas .. masa tiba tiba jadi frekuensi biasa .. kan aneh .. dan sekarang saya jadi susah dapat lelangan karna frekuensi kerja saya tiba tiba berubah jadi (biasa) .. mohon di perbaiki lagi aplikasi nya .. soalnya kn saya fokus ngojeg ,saya harap besok frekuensi kerja dan rating saya besok sudah sangat tinggi lagi 🙏",inDrive
"Jangan terlalu kemurahan untuk tarip ke driver ,,kasian minim sekali taripnya...sejahterakanlah driver,tolong taripnya jangan terlalu murah,",inDrive
good,inDrive
"Alhamdulillah, selamat sampai d rumah",inDrive
sangat bagus dan menarik untuk pergi pergi kemana aja,inDrive
mantap,inDrive
"Saya pengguna indriver selama bertahun-tahun. Tolong buat kebijakan dimana driver wajib menyediakan mantel dan helm untuk penumpang. Saya harus cancel orderan berulang kali hari ini, karna dari semua driver tsb tidak ada satupun yang menyediakan mantel hujan sekalipun kondisi hujan deras berpetir. saya sudah buat note supaya driver baca kalau saya butuh mantel. dan driver yg masuk kebanyakan pakai autobid, jadi dia tidak bisa skip orderan dari saya. Akhirnya saya pakai aplikasi lain..",inDrive
mantap,inDrive
semakin tingkatkn pelayanannya 👍👍👍👍,inDrive
susah nak cari indriver skrg ni semua driver2 belagak xnak ambik order,inDrive
kenapa orderan palsu saldo driver tidak dikembalikan.... jangan rugikan driver terus...... dimana kantor perwakilan kota surabaya biar ada masalah bukan robot yg jawab.....,inDrive
bagus,inDrive
terbaikk,inDrive
"indrive paling murah antara yg lainnya..kebanyakan yg sopan ,hati"" bersih""..ada jg yg biasa z..jutek..mohon sebagai pengemudi harus ramah,sopan jalan dgn hati"" yaa",inDrive
pengemudi msh jauh tp estimasi wktunya sebentar lg sampai...pdhl macet dll... ngac*o,inDrive
"setelah update malah delay, padahal hp baru 🫳",inDrive
TONG LOBA TEING KOMPLEN HAYANG SAMPURNA MAH YIEN WEH SIA SORANGAN NU PUGUH MAH BERSUKUR AYA GAWEAN JADI OJEG ONLINE OGE,inDrive
aplikasi babi tarif untuk driver mobil seperti tarif becak🤦🏻‍♂️🤦🏻‍♂️,inDrive
sangat bagus,inDrive
user friendly,inDrive
cepat dan tanggap,inDrive
bagus,inDrive
sangat membantu dan mudah dia akses....,inDrive
sangat baik,inDrive
bagus,inDrive
man tap,inDrive
lebih murah dr yg lain,inDrive
"minimal kalo ngga mau ambil kasi pesan minta di cancel apa gimana jadi orang ngga nungguin kelamaan , 0rder 4x sama ngga di ambil tapi ngga ngasih pesan kecewa gw pake indriver padahal gw make udah tiap hari rutin , pindah maxim kalo ngga di benerin ini mah",inDrive
good,inDrive
"tolong dong di benahin pas tiba di lokasi penjemputan,terkadang kan suka lupa pencet (saya sudah tiba nya),atau kek sistem dulu walaupun sudah sampai tujuan pengantaran tapi masih bisa di pencet, kadang suka bingung juga soalnya ga ada pilihan lagi selain membatalkan,kan saya dan aplikasi jadi sama"" rugi juga kan ,,,,,tolong kerjasamanya,,,,,😊🙏",inDrive
murah dah cepat,inDrive
👍👍👍👍👍,inDrive
"Sangat baik ,sopan dan memuaskan..👍👍",inDrive
customer selalu ada penilaian Bintang 1 ke driver dan sebagaimsna mesti nya driver melakukan tugas sebaik mgkn..misal customer start awal ingin gak mau pakai helm ini yg sering kali terjadi tapi km nolak kalau kena tilang pasti driver yg nanggung.. setelah drop customer ada aja fitnah an BS bilang driver minta tambahan tarif lah..ngebut dll..yg parah nya sering kali driver di fitnah Akun driver ke suspend bbrp hr bahkan ada yg di PM ( PUTUS MITRA ).. aplikator hrs bijak perlu ada nya cross cek,inDrive
pelayanan mantap harga terjangkau,inDrive
"untuk apa gunanya skck buat daftar indrive ditolak terus, padahal skck masih berlaku",inDrive
puas,inDrive
"keren,cuma susah dapat lelang akun orian klah sama yang pake mood",inDrive
sangat baik,inDrive
semangat pagiii buat para pejuang driver motor dan mobil indriver.. dan buat aplikator tolong sangat sistem lelang driver di aplikasi di hapus kan karena kasihan driver yg rating terendah tidak masuk dalam lelang driver di aplikasi kalah lelang dengan rating yg lebih tinggi. tunjukan belas kasihan mu wahai pemilik aplikator.. terimakasih,inDrive
"aplikasi indriver tidak bisa di instal di hp Oppo A3s milik saya.padahal saya driver ingin onbit, mohon bantuannya agar bisa terinstall .",inDrive
lumayan,inDrive
pakai aplikasi ini murah dan terjangkau,inDrive
kok buat perangkat saya yg android 14 gak bisa ya mas?,inDrive
what wrong with the verification system?? my data is complete but always get rejected saying that my data is not Valid or edited.,inDrive
ok,inDrive
ngantuk,inDrive
yang terhormat manejemen indrever saya kok ngak bisa ngakses yaa. tahu2 aplikasi indrever hilang sendiri ko,inDrive
setelah di update jadi susah dapat orderan,inDrive
kenapa aplikasinya ga kompatibel lagi di hp ku,inDrive
"kok sekarang Indrive Onkosannya parah banget,gak sesuai dengan rute yang ditempuh,tolong diperbaiki lagi Masalah ongkosannya min",inDrive
baik,inDrive
"aplikasi dan bermanfaat sangat baik , bagi driver2",inDrive
ok,inDrive
ok,inDrive
"Tinggal fitur searah aja yg belum ada min, sisanya okelah sama fitur map sangat kurang dibanding aplikasi lain, sama si kuning kikir aja kalah, mohon di update min perihal map",inDrive
tidak ada gunanya beli atribut krn skrg tidak ada lagi akun pri Krn beli atribut.,inDrive
"hujan mobil & motor susah, driver banyak orderan diterima tp ga nongol2 sering driver minta cancel, giliran di cancel akun ke suspend 15 menit. lawak",inDrive
error jaringan,inDrive
mapsnya sering masalah,inDrive
nice,inDrive
"Ya yang jauh masuk notif sedangkan jarak yang lebih dekat tidak, dan sudah banyak order masuk namun sll lewat saja",inDrive
"driverx ramah, trima kasih",inDrive
mantapppp,inDrive
bagus,inDrive
murah dan cepat,inDrive
Dari segi pelayanan mantap tingkatkan lagi semoga sukses selalu untuk aplikasi dan abang² nya .... 👍,inDrive
cepat tepat ramah sopan,inDrive
pilih pilih ah drivernya saya telat pada jauh semua gegara inii,inDrive
trmksh sangatlah bantu banyak orang,inDrive
"3 masukan buat aplikasi driver: 1. pas masuk orderan tampilan tujuan penumpang jangan nama jalan, tapi kecamatan dan kelurahan, karna nama jalan atau gang sulit bagi driver mengetahui tujuannya 2. jangan tampilkan merk dan model motor ke si cstmer, kasihan driver yg motornya kurang bagus modelnya jarang dipilih cstmer 3. kasih fitur order yg bisa diarahkan, ini berguna kalo driver ingin cari order arah pulang setelah seharian bekerja tks semoga pihak IT dapat meresponsenya dengan baik",inDrive
sangat terbantu prjlanan kmna² mudah . good indriver,inDrive
bagus,inDrive
sangat membantu,inDrive
baik,inDrive
"harus y harga dari tujuan penumpang itu udah harga yg tertera dari aplikasi, ini mah yg pesan malah bisa ketik harga sendiri, malah makin rusak kalau begini,, tolong dong perbaiki lagi, harga bensin mahal ,harus sesui lah sama tujuan , jngan pasang harga seenak y ajj.",inDrive
TOP,inDrive
jaringan nya agak susah kalo lagi lihat map,inDrive
tolong yahhh minn tolong buat bisa liatin jarak penumpang sama driver bukan pke menit klo pke menit biasa klo cmn ke lwt 10 meter aja dsuru putar balik Ampe 7 mnt pdhl klo putar blik ke blkng krng 10 Meter aja,inDrive
"bagus banget tapi,pas login lagi malah susah ganguan koneksi mulu padahal internet bagus",inDrive
app merugikan driver...!!!,inDrive
good app,inDrive
"bener aplikasi sampah,daftar jadi driver titik jemput nya 10 km antar nya cuman 2 km kan aneh,Udha gitu order an nya dikit banget tau gini malas banget top up",inDrive
sngat baik cepat memuaskan,inDrive
Bagus lumayan termurah baik..,inDrive
kerenn murah Alhamdulillah,inDrive
sangat bermanfaat sekali,inDrive
menyenang kan dan semoga lebih rame lagi,inDrive
ongkos lebih murah,inDrive
tabe bossku izin sy tolong mengerti kadan sy kasian modal tipis tolong izin perkeluargan,inDrive
simpel dan sangat membantu,inDrive
Tolong donk min...aplikasi indriver bisa dirubah nada deringnya. Nada dering bawaan sering gak kedengeran kalo lagi dijalan yg imbasnya orderan lewat/dicancel. Karena gak mungkin juga hp selalu taro diholder (panas & hujan).,inDrive
knp ga bisa mengintstal aplikasi indrever,inDrive
mantap sekali aplikasinya,inDrive
jawaban nya pasti itu2 aja mf Ats kendala nya.aya lieuran naon NU dirasa loba di coho Indriver ku it na,inDrive
Angkutan online yg sellu nyaman dlm perjalanan kurir nya baik dan sllu tepat waktu,inDrive
Tolong diperbaiki agar semua titik tujuan khususnya delivery makanan yg ada di google map bisa terbaca aplikasi ini Karena tidak semua titik tujuan delivery bisa terbaca menjadi kesulitan pengguna delivery makanan sedangkan pesaing sejenis bisa melakukannya Saya kasih 1 bintang dulu karena hal ini sangat penting ternyata sampai sekarang masih tidak terupdate,inDrive
sangat baik penyedia jasa pengemudi online,inDrive
pelayanannya sangat baik,inDrive
simple no ribet,inDrive
"jangan ada yang mau download apk ini apalagi buat mitra rugi , cs yang ngasih bintang 1 langsung turun ,punya saya dari 4.99 kenak bintang 1 menjadi 4.80 sementara itu saya di kasih 20 orng bintang 5 gaada ngaruh nya ,apk buruk mementingkan cs daripada mitra,apk terparah yang pernah ada ,admin dukungan tidak bertanggung jawab",inDrive
sopir driverx baik hati,inDrive
mantab,inDrive
gampil dlm keadaan darurat yg tidak punya kendaraan pribadi,inDrive
Bagus lebih murah dari yg lain,inDrive
good,inDrive
"SANGAT BURUK, DAFTAR BEDA KOTA BEDA SYARAT.AKUN TERBATAS HANYA BISA DIGUNAKAN DALAM KOTA.",inDrive
lumayan aplikasinya.. cuma pas otw rute mapnya gk ada,inDrive
orderan jauh GK pernah di kasih balik.dongo,inDrive
"seharusnya ada pilihan system, penumpang tidak bisa menolak saat system menunjuk penumpang, seperti aplikasi sebelah, sehingga driver tidak lama mendapatkan penumpang",inDrive
sangat bagus,inDrive
"Lokasi penjemputannya kenapa jauh-jauh ya dari lokasi driver, lokasi penjemputannya bisa bisa kena 11 km dari lokasi driver",inDrive
lebih bagus lagi. kita bisa menambahkan layanan kendaraan kita. minimal 2 kendaraan. untuk antisipasi kalau kendaraan kita rusak .. tapi tetap bisa kerja dengan kendaraan lain,inDrive
gak jelas,inDrive
mantap,inDrive
"KEPADA PENUMPANG INDRIVE YG TERHORMAT KALO BARU ORDER JANGAN SUKA NANYA DRIVER SUDAH DIMANA , DI APLIKASI KAN SUDAH JELAS TITIK SI DRIVER NYA . JANGAN ANDA PIKIR ORDER TERUS LANGSUNG GAS JALAN",inDrive
"gak fair banget, kalau cancel deposit hilang/berkurang harusnya gak berkurang kan gak dibawa apapun alasannya jelas merugikan pengemudi!!!!",inDrive
Ok,inDrive
bagus murah,inDrive
perjalanan yang menyenangkan dengan ongkos murah,inDrive
kenapa pembayaran layanan + ppn driver jadi mahal,inDrive
"aplikasi terbaik bagi saya karena selain drivernya ramah dan baik, komunikasinya juga sangat enak kalau diajak sambil ngobrol dijalan. Dan yang terpenting driver juga selalu hati hati pembawaannya",inDrive
yas,inDrive
mantap,inDrive
Suparti Tegalgondo pelayanan bagus dan murah,inDrive
Layanan mantap,inDrive
"seminggu terakhir pelayanannya buruk sekali, beberapa orderan nyasar titik jemputnya, yg harusnya cuma 2 menit, nunggu hampir 1 jam ttp blm datang juga drivernya, pagi ini order sampai anak sy terlambat ke sekolah, tidak jadi sy pakai layanannya ttp saya bayar ongkosnya, deiver marah maksa minta tambah ongkos, driver tidak tahu di untung",inDrive
"dah di aplikasi sudah minta pakai pembayaran manual ovo tetap aja pada minta cash,",inDrive
good job..semoga penyedia jasa layanan ini bermanfaat bagi para driver ojol dan penumpang nya..berkah selalu...,inDrive
driver meminta melebihkan pembayaran uang tunai maupun e-wallet,inDrive
sangat 👍,inDrive
Bagus,inDrive
👍👍👍👍👍,inDrive
"hemat, pengemudi nya ramah",inDrive
Bagus,inDrive
"mending ini dari pada app yg sudah banyak pengemudi dan penggunanya, pengemudi banyak gaya kalo di app besar go dan grab sama aja banyak gaya",inDrive
OK,inDrive
makin lama makin AMBURADUL gak karuan systemnya di cancel saldo hilang bisa dikembalikan 7 hari la kalau driver belum dapat order terus di cancel saldo terakhir terpotong kan gak bisa jalan cari uang coba kalau anda sebagai driver wahai yg punya indriver dibalik seperti itu apa anda tidak menangis sedangkan anda punya anak istri??? harga sudah murah bisa di edit penumpang apalagi yg punya i phone bisa mengedit seenaknya ga ada batasan. cobalah kasihan driver dia semua jalan hny nipis untungnya,inDrive
"mesti diperbaiki lagi sistem penjemputan nya, waktu yg disediakan untuk menjemput penumpang ga relevan. terlalu cepat, jadi terkesan driver yg menjemputnya lama, padahal dijalan memang banyak kendala, entah jalanannya padat atau macet atau posisi titik jemputnya salah. coba kedepan diperbaiki lagi untuk menjaga agar menjaga performa driver lebih maksimal dan tidak dirugikan oleh sistem.",inDrive
ok,inDrive
bagus sekali ongkos murah dan nyaman,inDrive
good,inDrive
good,inDrive
"br pertama download semoga makin jaya in drive, klw sdh terkenal hrg nya jangan di mahalin ya😁😁👍",inDrive
"Update malah ada bugs, tidak bisa ambil order langsung, selalu muncul notifikasi tindakan terakhir anda tidak berhasil, jadi mesti pakai mode otomatis Terima perjalanan! Harap diperbaiki",inDrive
kelebihan bisa negosiasi.. kekurangan drivernya suka tiba2 membatalkan sepihak,inDrive
ok,inDrive
"kalau akun driver di blokir yg tadinya lagi online seharusnya otomatis menjadi offline jadi gak terus2an muncul permintaan orderan, karena hal ini aku uninstal indrive. Aku bingung...sisa saldo 2000, diisi 50 rb= 52 rb, dapat 1 order dipotong 3.051 harusnya 48.949, kenapa sisa saldo 44.661? Yg 4.288 kemana? setelah ulasan saldo yg hilang selama 13 hari tidak ada orderan, semua penawaran saya ditolak jadi tolong team IT buat agar sisa saldo di indrive bisa saya tarik ke rekening saya atau ke ovo",inDrive
nyaman,inDrive
alus murah pisan tarifnya dri yg laen,inDrive
aplikasi buruk,inDrive
maps jarak jemput dan antar berbeda dengan google map.tolong perbaiki.,inDrive
sangat membantu,inDrive
pengemudinya ramah pisan,inDrive
admin tolong dibantu kenapa akun inDriver punya saya didalam aplikasinya permintaan perjalanan otomatisnya jadi ga ada tolong bantuannya terimakasih,inDrive
bagus,inDrive
indriver ok,inDrive
terbaik,inDrive
sangat baik,inDrive
baik,inDrive
sejauh ini bagus pokonya,inDrive
ini orderan termurah loooh,inDrive
recommended banget,inDrive
👍👍,inDrive
driver car nya rewel gak mau terima pada hal ongkos nyaa d naikin beda sama driver bike nyaa cepet,inDrive
bagus,inDrive
good,inDrive
bagus,inDrive
"kecewa skali dengan apk indriver skarang. pdhal saya pengguna apk sdh lama. saya pesan indrive, indrivenya gk jalan, pengemudi se sukanya berhenti kadang waktu habis dia banyak ke tempat lain dan tidak sampai di titik terpaksa saya cancel kemudian pesan lagi dan si pengemudi yg lain malah di cancel pesan saya, waktu itu sangat mendesak karna kecelakaan dan saya buru""... ehh kagetnya akun saya malah di blokir sampe gak bisa di gunakan apk ini.saya coba mendaftar akun baru tidak terdaftar.",inDrive
"Akun driver kurir saja untuk sepeda motor punya saya sudah terverifikasi & sudah berapa kali jalan orderan kurir saja untuk sepeda motor,terus kenapa setelah di update date versi baru malah tiba tiba muncul untuk 6 kursi padahal sepeda motor kan cuma roda 2 tidak bisa buat 6 kursi???? Kenapa semakin di update ke versi baru aplikasi indriver semakin tidak jelas sama sekali sistemnya.",inDrive
Map untuk Aplikasi kurang akurat di titik penjemputan sehingga perlu diupgrade,inDrive
👍,inDrive
ok,inDrive
baik,inDrive
"jelek! saya udh kasih harga sesuai target harga standardnya tapi driver malah minta 10-30k lebih mahal dari harga standard! mikir-mikir ya kalian driver kalo mau naikin harga untuk penumpang,banyakin bersyukur,ga dapat penumpang baru tau rasa,kecuali penumpang ngasih harga kecil ke jarak tujuan yg jauh itu baru bisa di tambahin,saya bikin harga normal atau dikurangi 5k doang aja masih minta di naikin harga lebih mahal lagi,jadi males pake Indriver.",inDrive
pengemudi ok,inDrive
idrive cepat ramah sopan dan tepat 👍,inDrive
"kalo otomatis dimatikan sulit dapat orderan, mending kembali kayak sistem awal tawar menawar karena in drive dulu muncul adalah apk tawar menawar bukan dicarikan sistem, percuma dong sekarang sistem yang menentukan orderan dengan hanya 2 driver aja yg muncul dilelang, harga sudah murah ditambah cs yg bisa edit harga",inDrive
service nyaman,inDrive
driver mobil banyak yg cuma nonton ga mau narik,inDrive
oke,inDrive
"As a driver, I am disappointed, why was I suddenly blocked. Even though I was on the road. When I wanted to turn it on and top up, I was blocked on the grounds of many cancellations. There is no proof either.",inDrive
lambat sekali nyaris tidak jalan padahal kita butuh cepat,inDrive
Good job,inDrive
kenapa map nya nggak ada,inDrive
good,inDrive
info nya dong cara ganti poto profil,inDrive
ok,inDrive
terbaik,inDrive
bagus,inDrive
tolong ye Driver nya KLO kasih tarif tu kira kira katanya bisa seusai dgn ini giliran ini tariif nya sesuai kemamuan driver nya sendiri,inDrive
sangat ok.. driver ramah,inDrive
di update lama sekali,inDrive
sangat baik,inDrive
"klaim tentang harga fair adlh hoax, faktanya indriver merampok penghasilan driver dg cara menamai sbg bonus driver. bonus driver tsb dipotong dari penghasilan driver tuk dijadiin diskon buat penumpang. dg alasan nominal rampokan tsb digunakan tuk bayar biaya komisi aplikasi. sedangkan besaran nominal rampokan tsb lebih besar dari nominal biaya komisi aplikasi. adapun selisih atas nominal dari biaya aplikasi tsb sulit dimanfaatkan driver krn adanya syarat dan ketentuan.",inDrive
"Mohon untuk pihak admin InDrive untuk menghapus pengguna pengguna yang mengunakan MODUL dan aplikas MOD agar supaya kami yang menggunakan aplikasi original bisa masuk lelang, kami yang menggunakan aplikasi original selalu kalah masuk lelang, sangat dimohonkan berantas semua pengguna pengguna aplikasi MODUL dan MOD agar supaya kita pengguna semua menggunakan aplikasi original, Terimakasih",inDrive
the best,inDrive
bagus,inDrive
baik sekali,inDrive
semoga dapat orederan tiap hari banyak,inDrive
bagus,inDrive
"tinggal diperbanyak lagi jumlah pengemudinya, kadang susah dapat pengemudi di hari peak season",inDrive
pengemudinya ramah,inDrive
good job,inDrive
update an terbaru kok saya bingung ya..driver SDH tiba dilokasi dan penumpang SDH naik tapi tombol saya disini GK muncul..selang berapa meter dari titik jemput baru muncul.tolong dong min di tinjau lagi update an terbaru versi 5.117.0 yg saya tanyakan.tolong dibales ya,inDrive
aplikator indriver ga jelas,inDrive
"kalau bisa foto customer wajib pakai foto asli, karena masih banyak penumpang fiktif",inDrive
mohon bantuan saya sulid mendapatkan notifikasi,inDrive
good,inDrive
"Sudah membaik setelah update, Tapi tolong adakan sistem jalan searah bagi driver jadi ketika ingin pulang biar sekalian dapat order ngga kosong, kayak apk sebelah ada fitur itu buat drivernya",inDrive
nice,inDrive
saran yg bagus untuk berkendara,inDrive
"indrive driper nya pada ramah ,ongkos nya juga bisa kita tentukan sendiri,",inDrive
baik sekali,inDrive
dari pagi sampai sore kaga ada orderan masuk...hhmm sulit juga nyari orderan indriver,inDrive
"driver baik ramah sopan, mobilnya terawat moga amanah ya pak, keluarga dirumah dapat keberkahan Allah SWT 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",inDrive
senang sekali makasi inDrive,inDrive
min sekarang banyak oderan kadarluasa. yg sudah berangkat,inDrive
tolong upload aplikasi indrive buat drivernya versi 5.117.0 dong,inDrive
bagus bisa nawar ongkos,inDrive
nyaman,inDrive
mantap,inDrive
"min percuma y akun prioritas juga, karena ga msuk lelangan...jd mening jangan ada prioritas atau tidak sama aja...masa prioritas ga msuk lelangan trus sehari cuma dapat 3 orderan",inDrive
Bismillah nyobian aplikasi indrive,inDrive
layanan baik dan ramah,inDrive
oks bangget,inDrive
good,inDrive
"hati hati pokoknya selain GK ada jaminan aman dari Aplikasi Nya, pengemudi oknumnya jg gak tanggung jawab, hp ku dibawa kabur secara sengaja dan itu sangat mengecewakan",inDrive
masa saya order cargo dari jam 12.00 sampai satu jam saya tunggu driver gak dateng2. udah hapus aja ini aplikasi gaje gak amanah!,inDrive
"saya mau daftar, tapi di tolak terus, terkendala SKCK yang harus 1 tahun, padahal SKCK berlaku nya hanya 6 bupan saja, tolol di repisi lagi, Tolong",inDrive
sat set .....gaskeuuun...,inDrive
semuanya bagussss,inDrive
ok,inDrive
Sudah lama memakai indrive tetapi sekarang pas masuk tertulis perangkat ini tidak kompatibel dengan apk,inDrive
tolong diperbaiki terkadang pengemudi nya lamaa banget entah apa yg dia lakukan sampe lama gitu.,inDrive
on time.,inDrive
"3x order, perilaku driver sama. sudah tunggu lamaaa, driver gak datang, malah ke tempat lain. chat dibiarin, telpon gak diangkat. kalo gakmau, ngomong aja kenapa, gak buang² waktu. otomatis uninstall, emang aplikasi ginian cuma indrive aja? 👎",inDrive
mantap,inDrive
bagus,inDrive
tolong min.. kalau kebandara ongkos nya pake akal.. kita rugi minyak blum parking. ditambah kita tidak bisa dapat orderan dibandara.. kualitas buruk sangat.. hargai dong driver nya.. niat cari tambahan malah yg ada mobil rusak kilometer gak tertutupi buntung yang ada..,inDrive
"datang lebih cepat dari perkiraan aplikasi, di jalan aman lancar dan sesuai tatib lalu lintas",inDrive
sangat penting,inDrive
Oke,inDrive
dimohon untuk peletakan map heat sesuai alamat,inDrive
good,inDrive
bagus murah,inDrive
"SI PERUSAK HARGA PASAR, APK SANGAT BURUK,,, YANG BENER AJA, JEMPUT JAUH NGANTERIN JAUH ONGKOS 13 RB/15 RB ... YANG NAIK SE RW. SILAHKAN PERBAIKI ... Kali kali mah ngartilah ka driver da ripuh 😜",inDrive
sangat membantu dan bagus,inDrive
Bagus👌 sangat membantu👍,inDrive
sangat membantu👍🏼,inDrive
terima kasih buat mas andi.. sudah di antar di tujuan dengan selamat.. beliau orangnya supel dan sangat sopan santun enak buat ngobrol dan cara nyetirnya juga enak.. pokoknya sukses sehat dan sejatera buat mas andi.. terima kasih..,inDrive
"kenapa akun saya tiba² keluar ngga bisa login lagi, pas barusan mau login lagi terjadi kesalahan",inDrive
mantap sangat membantu,inDrive
"apk terburuk buat pengemudi, pelanggan bisa semena2 dalam mengedit argo, fair aja masih di bawah argo ijo palagi pakai auto",inDrive
"knapa indrive sekarang yg masuk lelang cuma 2 orang, paling banyak juga 3 orang?",inDrive
good,inDrive
"makin hari makin gabut ini aplikasi, lama lama orang pada lari ke kuning.",inDrive
sangat membantu banget,inDrive
berkembang maju,inDrive
supir yang ramah dan baik hati😊,inDrive
bagus,inDrive
"baik si akang na, hatur nuhun kang poko na mah the best we lah",inDrive
bagus,inDrive
"google map nya harus di update terus, biar ga sering salah alamat",inDrive
mantap,inDrive
terbaik,inDrive
tidak bisa download,inDrive
handphone saya hilang di indriver ..pada hari minggu tanggal 6 April 2025. supirnya langsung kabur ..di complent ke email indrive tidak ada tanggapan.ngk pingin lagi naik indrive,inDrive
"knp saya ga bisa update versi ke in drive yg baru, padahal sebelumnya ga ada masalah, sekarang saat mau update malah perangkat tidak kompatible, saya pake vivo S1 pro",inDrive
"tolong dj upgrade keamanan akun pengemudi soalnya gampang banget untuk di hack, keamanan cuma foto selfie mengunakan sim tolong dj perbarui",inDrive
kuli batu,inDrive
"sangat ramah, bersh, humble , anak muda harapan bangsa , semangat bos ku",inDrive
"MANTAP APLIKASINYA PRAKTIS , SATU APLIKASI BISA UNTUK PENGEMUDI DAN PENUMPANG",inDrive
mantap,inDrive
setelah update kok payah ya lelang,inDrive
kenapa akun saya tiba-tiba di blokir karena penolakan orderan padahal penolakan orderan pasti ada alasan karena penjemputan melebihi 4 km dan ongkos nya tidak sesuai dengan rute pengantaran mohon untuk diperbaiki aplikasi nya dan jarak penjemputan nya yg melebihi batas 2km untuk sistem otomatis jarak dekatnya dan juga mohon untuk dibuka kembali blokirnya terimakasih,inDrive
kenapa ga bisa di download,inDrive
"drivernya humble,ramah",inDrive
Terimakasih,inDrive
"tolong update paksa mode penumpang,karena ada kecurang penumpang dalam menawar harga",inDrive
"di aplikasi 5 menit lagi tapi kaga sampai""selama 25 menit,di maps nya juga muter""udh Deket tiba""putar balik arah jadi jauh lagi. blom sampe titik penjemputan udh bilang sampai dan saya yang nyamperin ke depan gang.",inDrive
Hemat,inDrive
good,inDrive
"tolong dong buat indrive lebih di perhatikan lagi pengemudi nya,,susah dapet pengemudi padahal udah banyak yang liat order nya,kaya yang GK niat ngojek,, sekalinya ada yg Nerima harganya minta di naikan,,",inDrive
"tolong kasih denda bagi driver yg sengaja membatalkan orderan,tnpa persetujuan custamers,, tx,,",inDrive
kecewa,inDrive
sangat bagus,inDrive
aplikasi apaan ini pengemudi nya lama banget gak bener udah berapa kali menunggu sampai 30 menit gk bener,inDrive
sangat memudahkan dan CPT respon drivernya,inDrive
Mantap,inDrive
Good. Must be better from before!,inDrive
sangat baik,inDrive
aplikaai ini gmn. sering banget eror,inDrive
bagus,inDrive
up date versi baru...tidak sport untuk A31...saya kecewa...,inDrive
pelayanannya bagus,inDrive
manatap,inDrive
"sangat baik.. baru download aplikasi, dicoba.. langsung oke .. driver ramah",inDrive
good,inDrive
aplikasi nya membantu banget 💗💗💗,inDrive
gimana ini .. yang car cuma dapat 3100/km bersih !!! amit2 cuma dapat cape nya doang .. mending jd driver maxim udh 4000/km bersih,inDrive
terbaik,inDrive
good,inDrive
pengemudi sopan,inDrive
"Gak dapat atribut gratis, gak dapat bonus hari raya, gak dapat pinjaman buat servis motor. kurang di apresiasi good bye!!!",inDrive
"apk INDRIVE nya tidak support di hp samsung A6 ,mungkin bisa dibantu,terima kasih",inDrive
sangat baik,inDrive
good,inDrive
baik,inDrive
memudahakan dalam berpergian,inDrive
"untuk nama penumpang yang memberikan bintang tolong di cantumkan lagi namanya, biar driver bisa cancel klo dpt penumpang yg sering ngasih bintang jelek",inDrive
bagus,inDrive
keren dan sangat membantu,Grab
layanan mantap,Grab
iklan grab nya nyebelin kgk dipencet tapi masuk ke aplikasi grab sendiri wkwk,Grab
"ok ,baik",Grab
mantap,Grab
"semoga para pengemudinya tidak ugal-ugalan, tidak emosian, dan semuanya hanya mengharapkan yg baik2 saja. aamiin. 🤲🏻🤲🏻🤲🏻.",Grab
Sangat membantu,Grab
sngt cepat,Grab
best,Grab
ok,Grab
lumayan mahal ongkir buat pesan makanan,Grab
ongkos skrng mehong dikit² di perbaharui jd rda males,Grab
sangat membantu,Grab
mantap,Grab
ga ada promo yang murah,Grab
good,Grab
mantap,Grab
phone saya hilang digrab.tak dikembalikan,Grab
ok,Grab
Good,Grab
"aplikasi dan layanan grab memuaskan next order lagi,",Grab
baru,Grab
lebih praktis,Grab
"gk kepikiran ada orang yg bisa buat sistem sejahat ini. masa diskon tiba2 hilang sewaktu beli langganan, kaya sengaja banget diskon bakal dihapus klo berlangganan. jadi gak ada gunanya lagi langganan saya. tidak ada pemberitahuan yg menjelaskan dan tiba2 saja hilang.",Grab
bagus dan nyaman,Grab
grab sangat tidak sopan. sudah 5x saldo saya habis tanpa keterangan apapun !! pencuri !!! bahkan pusat bantuanpun gada gunanya ga membantu sama sekali !!! kemana perginya isi ovo saya TOLONG JELASKAN !!!,Grab
sangat baik,Grab
susah cari driver car nya.,Grab
bagus dan baik,Grab
tingkatkan lagi pelayanan sangat bagus,Grab
sangat memuaskan dan membantu,Grab
ONGKOS NYA MAHAL GUYS,Grab
"Grab skrg Ruwettt. Pdhl awalnya bagus, skrg Ga bisa order kalo ga verifikasi wajah. Mksdnya apa coba ihh. keselll",Grab
Pas aja gitu,Grab
membantu sekali pada saat butuh,Grab
bagus,Grab
"pengalaman buruk, saldo sudah terpotong, pesanan tidak diantarkan, complain dan pelaporan sulit, tidak ada penyelesaian.",Grab
bagus,Grab
mantaaaap,Grab
luar biasa,Grab
