content,appName
Okelah,inDrive
Harga lebih terjangkau..,inDrive
"Orderan sulit, giliran nurunin ranting paling kenceng, suka eror.. kualitas makin burik, orderanpun makin burik sulit, 5 orderan aja susah.. kebacut",inDrive
Ok,inDrive
Bagus langsung gacor...,inDrive
mantap,inDrive
bagus,inDrive
Perusak hargaaa dari aplikator yg lainnya,inDrive
mantap,inDrive
Mantap,inDrive
Sangat bagus,inDrive
Semangat,inDrive
"sangat bermanfaat untuk penumpang, tapi sangat tidak ada sisi kemanusiaanya buat pengemudi. semangat para pengemudi, sehat sehat orang baik💪",inDrive
"Admin tolong kembalikan system seperti dulu,hanya akun prioritas yg bisa mendapatkan orderan dan harus membeli jaket dan helm untuk menjadi prioritas",inDrive
"Potongan biaya kota palembang tidak sesuai, tertera di apk 9.5% + 1.4 = 10.9% tetapi kok bisa dipotong jadi 11.7%. Wajar kalo banyak mitra kecewa dengan kententuan indriver yg sudah tidak sesuai. Padahal pemerintah tidak jadi menaikkan pajak tapi apk indriver memotong pajak sesuka hati kalian.",inDrive
"Saya driver motor Surabaya barat, tolonglah untuk maps titik jemput di benerin lagi admin... Karena sering berdebat masalah titik jemput dan titik antar,. Dan tolong layanannya di tambah seperti pengantaran food dan tarifnya tolong jangan terlalu murah karena sangat merugikan sekali..tolong admin jadikan ini perubahan yg sangat baik agar tidak kalah saing terus sama apk sebelah.",inDrive
Mantap,inDrive
Sistem selalu berubah berubah merugikan buat driver yg uda lama yg dket ga nge genjreng terus,inDrive
Susah banget dapat penumpang + kalo ada orderan muncul nya telat mulu,inDrive
Terimakasih,inDrive
Aplikasi nya bagus kalo bisa buat penumpang di Poto fropil nya ditampilkan sama data nya,inDrive
Knp indriver gk suport kr hp oppo A5s,inDrive
Membantu yang membutuhkan,inDrive
Susah sekali dpat orderan ..sistem bobrok,inDrive
"useless banget dah ini aplikasi, sebagai driver gadapat keuntungannya sama sekali, udah top up banyak ratusan ribu, eh malah gabisa dapet orderan, sumpah pelayanan nya jelek banget, tiap update bukannya diperbaiki sistemnya biar ga lelang nyari customer, ini malah makin buruk",inDrive
Aplikasi saya selalu di tolak terus setiap ada order masuk .mohon bantuannya apa ada yang salah untuk aplikasi saya,inDrive
"Assalamualaikum admin, tolong dong map untuk jemput & antarnya di perakuratkan LG, kadang ga sesuai dgn titiknya. Skrg banyak order palsunya tuh , customer SDH dijmput jauh"" dititiknya malah batalin , udh rugi bensin kena notif LG dari sistem. Tolong diperbaiki sj sistem operasinya min jgn sedikit"" notif ,,, driver cuma cari nafkah buat keluarga dirumah. Thanks indriver",inDrive
"Izin admin Walau banyak keluhan titik jemput dengan Ongkos yang tidak tepat Tapi sy selalu jalankan aplikasi ini sebagai sampingan walau keluhan setiap driver tidak pernah di rubah walau cerita panjang lebar di sini, Untuk para driver semoga sehat selalu Pintar2 cari rute di manapun Kalo mau awet akun sistem otomatis jgn selalu di pakai karena banyak merugikan kita dari segi jemput dan ongkos Maaf masih bintang 3 karena selama pakai belum berubah sistemnya",inDrive
Argo nya kalah sama tukang becak eror mulu lagi,inDrive
Bagus,inDrive
Rahmah,inDrive
Good,inDrive
ok,inDrive
driver ramah,inDrive
orangnya ramah,inDrive
"ini pertama kali pake in drive keren banget, terimakasih banyak in drive semoga ke depannya jauh lebih baik lagi 🥰🥰",inDrive
ok,inDrive
"Tolong untuk order jangan seperti sistem lelang, udah aja langsung kesatu akun, seperti apk sebelah. Jadi tidak memakan waktu untuk pilih pilih driver.",inDrive
sngt membntu,inDrive
Insyaallah Berkah 🤲,inDrive
"Tolong dong bagi penumpang yang menawar harga di pisah, jangan langsung masuk autobit melaikan seperti kurir harus di pilih driver jadi driver tahu akan harga yang di tawarkan penumpang beserta jarak tempuhnya biar driver tidak banyak cancel karena harga dan jarak tempuh tidak sesuai. terima kasih!",inDrive
"Saya kecewa sebagai driver dari kota Serang, udah saya top up saldo dompet nya malah susah dapat order, mohon ganti sistem nya biar automatis dapat order biar ke cantol ke akun saya 🙏🙏🙏🙏",inDrive
Bisa pilih penumpang dan ga baperan.,inDrive
ok,inDrive
"menanggapi dengan cepat ,peerjalanan ga ugal ugalan ongkos terjangkau makanya saya suka indrive👍",inDrive
Ok,inDrive
semakin bagus lagi ya pelayanan nya serta tepercaya.. terimakasih inDrive,inDrive
KASIANLAH KAMI PENGGUNA BARU (PENGEMUDI),inDrive
Mantap,inDrive
oke,inDrive
bagus,inDrive
ok baik,inDrive
Paling susah dapet orderan.,inDrive
"Hallo pak/ibu mohon bantuannya,saya ojol driver dari indriver,saya mau login ke indriver tapi no hp sudah tidak ada lagi,mohon bapak ibu bantu saya untuk menyelesaikan masalah saya ini,Karna bantuan dari apk untuk cs tidak ada,jadi saya lapor disini Mohon di bls ya bapak ibu",inDrive
Banned Bangladesh/India ethnic driver. Many become blackmailers,inDrive
Halo kak kapan ya indriver penumpang bisa menggunakan pembayaran nontunai seperti apk grab gocar. Jadi kita sbg driver bisa menerima pembayaran nontunai disaat saldo kita habis. Jadi terisi lagi lewat pembayaran nontunai dari penumpang. Ayo kak selangkah lebih kedepankan lagi ... dari pada driver pas saldo kosong jadi offkan sementara dan akhirnya main apknya lain. Jadi kehilangan kesempatan dong apk indrivernya. ini sekedar masukan aja sich :),inDrive
nyaman dan terjangkau,inDrive
"Makin kesini makin buruk, potongan bertambah, ongkos mengecil, biasa 2.000/km sekarang bisa 1.200/km jelas ini melanggar aturan Menteri Perhubungan dimana batas bawah diatur 2.000/km, belum lagi rating susah naik mudah turun tanpa alasan dan perhitungan yang jelas.",inDrive
👍,inDrive
murah,inDrive
sangat membantu,inDrive
Sangat bagus,inDrive
Aplikasi sangat tdk BS di andalkan..makin kesini makin kesana. Harga ongkos yg TDK msuk akal. Pnjemputan yg sangat buruk bagi driver lokasi pnjmputan tdk masuk akal jauh jauh bner..sangat mengecewakan,inDrive
mantap,inDrive
"Indriver , kenapa saya tidak bisa download aplikasi Indriver pada hp Xiaomi 12 lite saya. Tulisannya perangkat anda tdk kompatibel, kenapa ya 👍/",inDrive
bagus,inDrive
"Driver kurir nya ga jujur saya pesan antar barang dio udah di bayar di tempat pengambilan dan minta tf di penerima barang juga, saya baru tau kalu kita double pembayaran lalu saya tanya di wa malah wa saya di blok. Tolong dong tingkatkan kejujuran drivernya, emng ga banyak ongkos nya tpi masa menipu seperti itu.",inDrive
indrive murah dan baik,inDrive
ini kenapa aplikasih indriver sy tidak bisa di apded atau di perbaharui?ada masalah apa?,inDrive
sangat baik,inDrive
"saran penting agar bisa segera ditindak lanjut, kalau update aplikasi lagi agar navigasi nya dipisah antara mobil dan motor.",inDrive
baik,inDrive
sangat murah👍🏻,inDrive
inDrive baik digunakan,inDrive
"Untuk kesekian kalinya saya kasih bintang 1 karna hampir setahun aplikasi gak ada perubahan,sistem makin kacau,updatet gak ada pengaruh sama sekali,malah buang buang waktu jalan indriver",inDrive
sangat bagus apalagi pengemudinya Rama,inDrive
memuaskan,inDrive
akun nyaa baguss,inDrive
"So far harga jauh lebih murah dibandinkan dgn aplikasi sebelah Sekedar masukan aja ada baiknya klo u/ pengantaran (kurir) ada bukti foto pd saat brg diambil & selesai pengantaran bwt bukti juga,smg mnjd bhan pertimbangan.",inDrive
puas,inDrive
jarak jemput nya jauh2,inDrive
sangat Rama sekali,inDrive
Sistem orderannya klo bisa jangan pake tawar menawar lah ini percuma udah pake autobid tapi penumpang yg nentuin,inDrive
Mantap,inDrive
cepat banget respon drivernya,inDrive
Kasih saya dong orderan hampir sebulan ko ga di kasih orderan susah amat,inDrive
Indriver sangat membantu,inDrive
bagus pelayanan cepat,inDrive
"Sistemnya gatau gimana, tiap di cocol gak dapet terus, dengan anehnya kenapa harus dari customer yang menentukan harga, kenapa gak di buat seperti dua ijo dan sudah di tentukan orderannya?",inDrive
"Untuk tim pengurus aplikasi tolong berantas driver nakal yang pakai mod, saya yang main bersih jangankan dapat orderan di pelelangan bid saja langsung ke pental, lalu untuk penumpang jangan di kasih full kebebasan dalam memesan/membatalkan orderan minimal kalau sudah dalam orderan tidak bisa cancel sehingga driver tidak kecewa sudah mau sampai titik jemput orderan di batalkan tanpa alasan apa apa anda kira isi bensin pakai daun, hargai juga mitra anda, sekian terimakasih",inDrive
nyaman murah,inDrive
good job,inDrive
Sangat bagus aplikasi mudah di pahmi,inDrive
Bagus sekali,inDrive
Semoga lebih baik lagii😊,inDrive
ok,inDrive
pengemudi baik,inDrive
Bikin pusing knapa harus pakai jangkauan sampe 12 kilo masih nongol orderan ini jakarta 2 kilo ajah kadang cstmer g mau tunggu.... Plksibel jh sih yg terdekat dan area terjangkau yg di liatin tuh orderan/pesanan bikin ribet ( apa pngen kliatan rame) Percumah gada gunanya,inDrive
mantap,inDrive
Sangatt membantu menambah penghasilan,inDrive
bagus dan murah,inDrive
mantap cepat dan tepat waktu dan harga sangat efesien terjangkau sama pengguna aplikasi indrive 👍👍,inDrive
Tolong aplikasi yg download diluar PlayStore mohon di blok saja Karena meresahkan driver lainnya Terima kasih,inDrive
Tolong untuk mode driver sama penumpang dibedakan banyak akun driver rating anjlok karena orang jahil,inDrive
Kenapa saya tidak bisa masuk akun driver saya,inDrive
Tempat cari makan gua slma 1 tahun lebih .. makasih indrive..,inDrive
"Menurut saya ini adalah aplikasi ojek online paling buruk, kenapa begitu karena ketika konsumen menbatalkan pesanan saldo driver langsung terpotong dan saya tidak tahu apakah akan dikembalikan atau tidak yang jelas saya tidak ikhlas, terus ketika ada kejadian konsumen indriver di cimekar bandung sampai luka parah pihak indrive setau saya tidak ada tindakan kepedulian apa kepada konsumennya untuk memecahkan masalahnya lalu memberikan solusi, seharusnya aplikasi seperti ini tidak boleh dibiarkan.",inDrive
Terbaik ❤️🙏,inDrive
Pajaknya tolong di sesuaikan dengan tarifnya 🙏🏻,inDrive
Kenapa customer yg cancel kita yg kepotong saldonya Mskipun saldonya di kembalikan TPI driver jga butuh klu saldo trus kpotong,inDrive
Sangat membantu perjalanan makasih,inDrive
kata kata hari ini?,inDrive
"Buruk, selalu bikin saya telat",inDrive
dravnya sopan,inDrive
baik dan bersih rapih,inDrive
Ripuh bro,inDrive
gercep... dan ramah pelayanannya,inDrive
hebat,inDrive
Coba ada fitur otomatis terima Kya apk sebelah min .,inDrive
Sangat senang bergabung dengan indriver .mendapat kan penghasilan yang maksimal.,inDrive
Sangat sulit,inDrive
Gacooorrrr,inDrive
Amazing,inDrive
Bagus,inDrive
Ok,inDrive
Oke banget,inDrive
Makin ksini makin sulit orderanya. Tolong ditingkatkan lagi orderanya,inDrive
baik,inDrive
jos,inDrive
"Min akun saya ko di blokir secara permanent, Perasaan gak aneh""",inDrive
Baik,inDrive
goog etitude,inDrive
Bagus sekali ga ada masalah,inDrive
"min, tolong hilangkan edit tarifnya, karna sangat merugikan driver...",inDrive
Hallo saya,inDrive
good apk,inDrive
Masa tarif dari halte duri kepe kobon jeruk ke jl h berit Meruya cuma 10rb.saya cek di akun saya tarifnya 19 RB.tolong jelasin,inDrive
murah nice,inDrive
apk yg sangat bagus untuk kebutuhan mendesak.. trmk,inDrive
Aplikasi bagus cuman semenjak update terbaru susah membedakan akun yang sudah prioritas dan non prioritas harap kedepannya kaya seperti dulu jadi bisa membedakan mana yang sudah prioritas dan non prioritas karna itu sangat di sayangkan kalo misalnya yang sekarang updatenya semua prioritas tulisan dari peringkatnya tpi gak tau aslinya iya apa tidak juga ngaruhnya dari orderan yang sedikit sulit dan telat muncul notifikasi ke drivernya juga karna tandatanya kebanyakan ini akun udh prioritas ap blm,inDrive
Kalau cancel suka ngambil deposit driver,inDrive
Bagus.tolong lebih banyak kasih ordernya,inDrive
Siappp gassss,inDrive
Suara notif orderan masuk kurang kenceng min,inDrive
Oke,inDrive
sangat bagus,inDrive
Bagus gak rumit daftar nya tp kenapa beberapa hari ini sy tdk menerima oder,inDrive
cakep,inDrive
Hancur.. Akun veteran gk ada masuk orderan Mohon sistemnya diperbaiki seperti semula,inDrive
makasih selamat SMP tujuan Pa,inDrive
Kenapa sy daftar indrive jadj Pengumudi mobil kok msh blm ada kabar,inDrive
Makin kesini bukanya makin maju malah makin rusak sistem ny,inDrive
Emng skck harus di perpanjang terus kak..waktu nya terlalu deket kak,inDrive
"Hello CS jangan suka aturin orderan, di lelang aja di list order, siapa duluan klik dia yg dpt. Masa customer pesen orderan buat driver samping knp yg terima masuk driver yang ngak jelas dari mana. Jika masih atur2 orderan tutup aja skalian aplikasi nya.. bikin malu aja. Terima kasih..",inDrive
baik bagus dan ramah,inDrive
Baik,inDrive
baguss banget gampang diwaktu kapanpun dimanapun,inDrive
Bagus banget,inDrive
"Bagus, tapi untuk yang memakai aplikasi tambahan seperti mod dan lain2 tolong di tindak lanjuti untuk indriver sukses slalu",inDrive
"Mohon maaf sebelumnya, Saya mau nanya, Apakah bener kalo yg cancel orderan itu driver maka driver tersebut tidak akan dapat orderan lagi dalam jangka waktu yg cukup lama. Terima Kasih 🙏",inDrive
Akun saya di blokir permanen krn driver buat alasan yg tidak tidak.. parah ga ada konfirmasi penjelasan ke customer... Ngga professional kalian....!,inDrive
Memang yg terbaik,inDrive
jos,inDrive
"Akibat system lelang jadi banyak begal order,coba systemnya rubah kayak apk sebelah tanpa lelang2 tanpa edit2 harga",inDrive
lebih murah tapi nyaman,inDrive
pengemudi ramah dan cepat akrab,inDrive
cepet dapat pengemudi,inDrive
Bisa tidak Y pake motor sewaan dari indriver,inDrive
Akun ga bisa login/tidak mendapatkan kode...,inDrive
Hebat,inDrive
Sore paman ini saya gak bisa masuk ke akun saya kenapa ya?,inDrive
pelayan cpt,inDrive
"Sistem lelang nya kurang bagus , menderita driver yang perjalanan nya masih rendah, susah masuk lelang , sakali masuk pun yang sudah kadaluarsa ,",inDrive
Susah untuk mendapat order. Karena cs yg pilih. Tdk bs buat cari rezeky untuk keluarga,inDrive
Customer yg cancel driver yg kena blokir,inDrive
ok,inDrive
ok,inDrive
baik,inDrive
App sekarang enggak seperti App dulu sulit cari penumpang tarif yang tidak sesuai dengan jarak pengantaran,inDrive
"kenapa sekarang kalau di batalkan sudah terpotong saldonya dan notif di kembalikan tapi gak ada saldo kembalian mohon jadi perhatian, padahal penumpang yang membatalkan.",inDrive
Semoga akun saya semakin gacor orderan amin,inDrive
Bermanfaat,inDrive
ok,inDrive
lanjut,inDrive
Hallo Min....Min knp saya susah dpt orderan akun masih baru,inDrive
Bagus,inDrive
"Driver nya semua mental pencuri, barang customer ketinggalan tidak dikembalikan Barang delivery customer di larikan mentang mentang gapunya kantor APLIKASI SAMPAH MENDING GRAB GOJEK",inDrive
Tidak ada pengantaran atau orderan di batalkan tapi heran costumer dan driver masih bisa beri ulasan ..🤦🤦,inDrive
"dukungan tidak ngasih solusi kalo ada yg ngasih b1 padahal driver tidak salah, imbasnya driver susah dapat orderan",inDrive
"Yang terhormat admin indriver tolongla penumpang yang ratingnya dibawah 4,70 diblokir saja Sangat meresahkan bagi para driver belum lagi menghadapi akun fiktif. Dan 1 lagi tolong driver dipermudahkan untuk menghubungi customer. Tingkatkan pelayanan yang lebih positif dan adil",inDrive
"Indriver parah ,autobid siih bagus tapi tidak efesien klo orderanny penumpang yg milih ,katanya anti ketidak adilan tapi nyatanya manaa ??? Lebih bagus jiia autobid dan penumpangnya langsung dapat buka ditentukan penumpang tapi dari sistem .mending apk hijau dan kuning soal nyati duit itu sudah pasti dapat klo indriver 30% driver dapat penumpang",inDrive
Sering bug apk nya,inDrive
ongkosnya murah,inDrive
Ini sistem ngasi bintang nya gimana sih . Orderan yg di cancel penumpang yg masih bisa memberikan bintang jelek . Padahal tidak ada perjalanan. Tolong lah buat it indriver bagi penumpang yg cancel dan memberikan bintang 1 . Kok bisa ya? Trus langsung turun rating nya .tidak ada pembelaan dari pihak aplikasi nya. Beda banget sama gojek dan grab.,inDrive
"bagus aplikasinya. ,cepat dan sigap",inDrive
sangat cepat dan aman,inDrive
"Sebelumnya saya bertrimakasih banyak kepada pihak indriver. Jadi gini min, kenapa ya indriver sudah sebesar ini tapi tim dukungannya tidak ada sigapnya tidak ada siaganya lama bangat buat ngerespon dan tidak ada info,saran dan penyelesaian yg kongkrit terhadap masalah keluhan pengemudi, semacam saya baru baru ini isi saldo indriver melalui qris, dana sudah terpotong dan berhasil tapi di saldo indriver tidak ada masuk sama sekali, kenapa gitu ya min???..., dansudah 2 x saya isinya ttp tdkmasuk.",inDrive
sangat membantu tks,inDrive
Cukup memuaskan,inDrive
"bisa pilih harga, bisa pilih pengemudi, bisa pilih kendaraan.",inDrive
Good,inDrive
"Aplikasi kasih tidak berguna dari pagi sampe siang tidak ada order, yg Makai mood lebih banyak tapi di biarkan saja indrive peceee👎👎👎👎😡😡😡🤬🤬🤬🤬",inDrive
"Aplikasi aneh sudah ada terima otomatis perjalanan masih aja nyocol. MOD masih merdeka, gak ada guna terima otomatisnya. Berantas MOD, perbaiki sistemnya BOS",inDrive
apiksi ini cepat,inDrive
nyaman,inDrive
Top Up saldo driver dg QRIS sering error & saldo hilang tidak kembali.Kwalitas Pelayanan Keluhan driver lemot lama sekali merespon & membalasnya.Korup Gak Beres,inDrive
terimakasih banyak,inDrive
Tidak ada solusi sama sekali tentang autobid sudah 1 bulan lebih tetap aja gak jadi...,inDrive
Fiyx,inDrive
okay,inDrive
sangat membantu,inDrive
bagus,inDrive
sangat bagus,inDrive
Kren,inDrive
Tolong hilangkan mode rubah harga di penumpang sbb merugikan driver.penumpang klo rubah harganya keterlaluan,inDrive
sangat membantu.. 👍,inDrive
Aplikasi kaga jaz,inDrive
kenapa apk nya gabisa didowload dengan versi yang sekarang padahal mau nge indrive,inDrive
solusi cerdas,inDrive
ok,inDrive
Bagus,inDrive
baik dan sopan,inDrive
bagusss,inDrive
min jadi boros batre apk nya sekarang beda sama dulu dingin awet batre apk nya dulu enga boros batre kaya sekarang,inDrive
bagus,inDrive
"Awalnya saya pemakai in driver baik motor maupun mobil cukup lama, tapi kenapa sekarang di apk hanya ada mobil saja tidak ada in driver motor?, padahal saya sering nya pake motor, sedih sekali:(",inDrive
baik,inDrive
"Bintang 5 buat indrive Dari jam 4 sore sampe jam 9 malam muter2 kota bandung masih belum dikasih orderan,mungkin karena saldo nya zedikit x ya..saldo saya 120ribu, terima kasih autobid nya bagus sekali kinerja nya",inDrive
bagus,inDrive
Kenapa saya tidak bisa instal in driver di HP oppo a78.?,inDrive
puas banget dengan aplikasi ini harga nya murah ramah di kantong,inDrive
mantap banget mas nya baik banget,inDrive
banyak kelemahan menurut saya driver bisa jadi penumpang jadi driver jg mau ambil takit orderan fiktif seharus nya kalau aplikasi driver ya driver saja jangam di campur adukan bisa jadi mode penumpang,inDrive
Ok,inDrive
Tolong tambahin MERK MOTOR YAMAHA X-RIDE di fitur brand motor pada saat regis!!!,inDrive
baik,inDrive
tolong untuk system aplikasinya minimal android 9,inDrive
ok,inDrive
ok,inDrive
Sangat membantu bagi driver dan penumpang,inDrive
bagus,inDrive
"Membatalkan orderan palsu saldo kita di potong apk, lumayan juga kalo orderan nya jauh 😅😅",inDrive
"Selamat malam pengembang aplikasi inDriver, kenapa di hp Xiaomi redmi 8 versi android 10 tidak muncul aplikasinya, mhn dimunculkan supaya bisa dounlod apk indriver , terima kasih atas perhatian dan bantuannya",inDrive
"murah,pengemudi ramah ramah",inDrive
Kenapa saya tidak bisa mendaunlod kembali aplikasi ini,inDrive
kadang in Drive mobilnya susah terima orderannya tapi kalau pakai motor gercep kalii👍,inDrive
"Di perjelas sewa ya,bray,masak cs mesti milih kendaraan,apa lah,kok gini amat,ngisi saldo 50 masakgak habis,malu dong SM aplikasi ojol lain",inDrive
"utk pengiriman barang tidak jelas,, entah dibawa kabur kemana kurang tau,, Aplikasi ini tidak sangat membantu",inDrive
Lumayan bisa pilih driver... Joosss,inDrive
Penumpang yg cancel orderan mlah di blokir akun slama 1 jam! Lihat dlu siapa yg cancel pdahal aq gk da cncel orderan 😡😡,inDrive
"bagus, nyaman.",inDrive
Terlalu sering mendapatkn pengemudi yg mengambil orderan tetapi tidak langsung jalan dan harus menunggu waktu yg lama pengemudi juga tidak kangsung bergeran di kordinat map,inDrive
"Admin yang terhormat, saya ingin daftar tapi menggunakan motor yamaha Xride tahun 2019 tapi tidak ada di kategori pendaftaran motornya, apa yg harus saya lakukan? mohon bantuan dan masukannya",inDrive
pengemudi ramahhh bgttt bintang 5 donk pasti nya,inDrive
sangat baik,inDrive
Alhamdulillah cepat dan ringan,inDrive
pengemudinya ramah dan baik,inDrive
"Terima kasih indriver, Alhamdulillah sangat membantu buat anak kosan",inDrive
Aplikasi bagus cuma pilih2 driver..harus auto bit tanpa memilih foto drivernya..mohon diperbaharui lagi sistemnya seperti aplikasi lain,inDrive
baik,inDrive
"Tolong perbaiki tarif per kilometernya, koq makin kesini tarifnya makin kemurahan ya..saran nih buat indrive, tarifnya tentuin dong minimalnya berapa ribu per kilometer ya,jgn d bawah minimal orderan bisa masuk. jgn ada tawar dibawah rekomendasi aplikasi. Perhatiin banget tolong untuk penumpang yg suka mainin harga murah jangan di lolosin dapet order dong, sbgai driver merasa di rugikan.. perbaiki sistem keamanannya",inDrive
bagus,inDrive
"Saya dapet penumpang 17KM argonya 20ribu. Ko bisa ya? Sedangkan saya order di alamat yg sama dan antar yg sama ga bisa di bikin 20ribu, minimal 36ribu",inDrive
canggih,inDrive
mudah cepat and terjangkau.,inDrive
Makasih indriver,inDrive
Knp disaat mengaktifkan akun driver saya sering kali aplikasi meminta vermuk saya ? Padahal akun saya sdh terdaftar dan sdh terverifikasi. Mohon ditingkatkan kualitas aplikasi indriver ini terutama keamanan akun driver setiap driver yg mencari nafkah dari aplikasi ini supaya jgn disalah gunakan oleh oknum2 tdk bertanggung jawab. 🙏,inDrive
"Mau daftar tapi pilihan brand motor fazzio tidak ada, bagaimana?",inDrive
kenapa indrive mobil setiap minggu pagi kalau dipesan selalu gk ada yg mau.,inDrive
sangat membantu,inDrive
ok,inDrive
Bagus,inDrive
Ok,inDrive
Jos,inDrive
pengemudinya sopan,inDrive
lebih terjangkau meski masih ada beberapa hal yang perlu dikembangkan lagi,inDrive
Bagus,inDrive
"mantap,harga terjangkau",inDrive
Mantap,inDrive
salah alamat,inDrive
Kita batalkan order malah saldo dompet kita berkurang 6000 jangan curang ya yg fair,inDrive
Aplikasi baby g bisa di harapkan untuk cari napkah setan,inDrive
Did he samsubg j7pro tidak bisa d instal,inDrive
"Makin hari makin parah, masak udah mau 2 bulan g dikasih order sama sekali",inDrive
"Terimakasih ovo dan indriver. Akun ovo sudah di pulihkan ,. Semoga maju indirver",inDrive
"bagus harganya murah sopir gercep, terimakasih semoga makin jaya",inDrive
Good,inDrive
bagus lebih hemat,inDrive
ekonimis cepat,inDrive
sangat amat bagus,inDrive
Indrive sangat membantu tapi belakangan ini susah dapat penumpang karena sistem tawar menawar padahal pakai sistem autobid . contoh hari ini tanggal 12 Januari sudah masuk order 5x jauh dekat jaraknya tapi pemberitahuan selalu muncul permintaan anda kadaluarsa. Kalo bisa langsung masuk order aja gak usah pake nunggu tawar tawaran cmn ini saran ku sebagai driver indrive terimakasih sebelumnya,inDrive
"Mohon perbaiki sistemnya, perjalanan saya sudah hampir 450.. tapi tidak bertambah juga. Belum lagi rating yg tiba-tiba menurun otomatis...",inDrive
bagus,inDrive
orangnya baik ramah,inDrive
"Yg bener aja. Masa iya pelanggan yang udah di cancel masih bisa ngasih bintang, ngaco nih aplikasi!",inDrive
Bagus,inDrive
Bagus baget,inDrive
Bagus,inDrive
saya suka cm knp setiap saya order hanya muncul 2 org sajah ..,inDrive
"Klo bisa di tambahkan bonus untuk driver,biar lebih semangat lagi narik nya dan juga untuk orderan nya ketika dapat/terdekat ga perlu menunggu waktu habis,jadi terkadang suka kadaluwarsa atau di tolak,padahal driver sdh paling terdekat dari titik penjemputan.",inDrive
Mantap👍,inDrive
mantap,inDrive
mengutamakan keselamatan bukan kecepatan,inDrive
Baikk,inDrive
baik dan ramah,inDrive
Mantaps,inDrive
"Ayo dong surabaya update autobid biar ga cocol"" lagi di jalan trimakasih",inDrive
dev turunin lagi dong harga ongkosnya🙏,inDrive
Tidak kompetable di hpku,inDrive
sangat bagus dan sopan,inDrive
Aplikasi nya msih persi 5.105...pengen updet ke persi terbaru cara nya gimana?,inDrive
saya lebih senang menggunakan aplikasi ini karna sangat membantu untuk keperluan yg di perlukan setiap hari,inDrive
terbaik,inDrive
"Saya pengemudi InDrive, saya isi saldo akun indive saya tetapi tidak bertambah, padahal sudah menghubungi pihak indive katanya uang kembali selama 24 jam, tetapi tidak juga bertambah!! :(",inDrive
Dah ngambil jaket poto udh di acc. Pengajuan prioritas aje lama bngtt hemmm,inDrive
Sangat bagus jadi inDrive Keren dan mantap 😊♥️,inDrive
Biar di baca sama atminnya s aplikasi ini tolong di rubah biar bagus map tolong dimunculkan di aplikasi ini biar driver lebih mudah dan masak navigasinya munculnya pas waktu order masuk aja,inDrive
mantap,inDrive
"Saya sangat kecewa, saya beli atribut jaket dan helm dengan harapan agar bisa prioritas dan mudah dapat orderan, tp kenyataanya, walaupun saya sudah mengajukan tp akun saya masih belum prioritas tinggi dan masih susah dapat orderan apalagi di area rame tidak ada harapan dapat orderan, terus terang saya menyesal beli atribut untuk pengajuan prioritas",inDrive
Tolong perbaiki mapsnya...saya naik motor masa gps diarahkan masuk Tol thanks,inDrive
Semenjak adanya fitur Autobid orderan saya lancar jaya😊👍,inDrive
Ok,inDrive
have nice day with inDrive,inDrive
Lebih baik dari maxim dan grab bisa melobi pelanggan jadi bisa kita kondisikan terima kasih admin apk semoga lebih maju lagi tolong juga pajaknya di turunin bantu beli minyak driver,inDrive
Apk bisa dirubah hargo trek pendek 5km jadi 290 ribu trus dicancel penumpang...saldo kepotong jadi ketahan...akun2 bgtu dibiarin aj min parah nyusahin org aja,inDrive
"Prio, udah update malah gaada auto nya wkwk Rating bagus dapet order susah wkwk",inDrive
Mantap,inDrive
Nice,inDrive
Good,inDrive
Jangan kau asal main blokir akun aja.. kau perhatikan baik2 Udah verifikasi foto pun masih aja salah,inDrive
InDrive tolong dong aplikasi nya diubah jadi auto masuk ke driver jangan harus kita klik jangan harus penumpang yang memilih 🙏🏻😓,inDrive
"Saya habis ganti hp pakai Xioami 9T ram 6/128 kenapa ngga bisa download aplikasi indrive ya, sya pengemudi indrive udah hampir 2 thn, tlong dong di bantu karena keterangan disini perangkat tidak kompatibel untuk aplikasi ini.",inDrive
Ok,inDrive
Harga sangat terjangkau,inDrive
Mencoba smoga layanannyan mantap,inDrive
Adanya akun indriver palsu dengan reting rendah yg selalu mengerjain para driver indriver.mohon di blokir akun2 palsu tersebut agar indriver selalu terdepan.,inDrive
Pembatalan oleh customer saldo saya di potong indriver.tolong kembalikan saldo saya.,inDrive
Mantap,inDrive
Kenapa akun saya ada masalah developer...BALAS YAAA,inDrive
pelayan terus ditingkatkan,inDrive
jgn ragu,inDrive
"Dapat order baru masuk, langsung dbatalin sama penumpang, saldo kepotong tidak langsung refund, ini sangat mengganggu, kenapa harus ditahan dulu dananya?. Dan tidak langsung dikembalikan.",inDrive
mantap dan baik kerjanya,inDrive
in drive ok pake bgt,inDrive
Baik,inDrive
Aplikasi semakin hancur.tanpa ad salah driver tiba2 akun diblokir.tolong diperbaiki sistemnya,inDrive
Kenapa maap nya jadi error bos,inDrive
baik,inDrive
ok,inDrive
good,inDrive
verygood,inDrive
good service,inDrive
harga TERJANGKAU,inDrive
murah,inDrive
sangat puas dengan pelayanan nya,inDrive
.goooood,inDrive
sangat puas.,inDrive
tambah in fitur 2 yang terbaru kaya gojek gth,inDrive
Pengen gacor,inDrive
"diperketat lagi sistem nya, banyak apk mod dan lain².",inDrive
bagus,inDrive
